ID,Economy,Indicator,Year,Type of Reform,Reform Description,
97,Liberia,Workplace,1974,positive,Liberia allowed a woman to get a job without permission from her husband.,
97,Liberia,Parenthood,2017,positive,Liberia increased the duration of paid maternity leave to at least 14 weeks.,
97,Liberia,Pay,2017,positive,Liberia mandated equal remuneration for work of equal value.,
97,Liberia,Workplace,2017,positive,Liberia prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
97,Liberia,Marriage,2019,positive,Liberia enacted legislation protecting women from domestic violence.,
98,Libya,Marriage,1985,positive,Libya no longer requires a married woman to obey her husband.,
98,Libya,Parenthood,2011,positive,Libya prohibited the dismissal of pregnant workers. It also increased the duration of paid maternity leave to at least 14 weeks.,
98,Libya,Pay,2011,positive,Libya mandated equal remuneration for work of equal value.,
98,Libya,Pension,2011,negative,Libya set unequal mandatory retirement ages for women and men.,
98,Libya,Workplace,2011,positive,Libya prohibited gender discrimination in employment.,
99,Lithuania,Pension,1972,negative,Lithuania set unequal mandatory retirement ages for women and men.,
99,Lithuania,Parenthood,1973,positive,Lithuania prohibited the dismissal of pregnant workers.,
99,Lithuania,Workplace,1973,positive,Lithuania prohibited gender discrimination in employment.,
99,Lithuania,Pension,1974,positive,Lithuania no longer establishes a mandatory retirement age for women and men.,
99,Lithuania,Pension,1996,positive,Lithuania no longer establishes an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
99,Lithuania,Pay,2000,positive,Lithuania mandated equal remuneration for work of equal value.,
99,Lithuania,Workplace,2000,positive,Lithuania enacted legislation protecting women from sexual harassment in employment.,
99,Lithuania,Parenthood,2002,positive,Lithuania introduced paid parental leave.,
99,Lithuania,Workplace,2002,positive,Lithuania adopted criminal penalties for sexual harassment in employment.,
99,Lithuania,Entrepreneurship,2004,positive,Lithuania introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
99,Lithuania,Pay,2004,positive,Lithuania eliminated the ban on women's employment in mining. It also lifted restrictions on women's ability to work at night.,
99,Lithuania,Pension,2005,negative,Lithuania set unequal ages at which women and men can retire with partial pension benefits.,
99,Lithuania,Parenthood,2008,positive,Lithuania introduced paid paternity leave.,
99,Lithuania,Marriage,2013,positive,Lithuania enacted legislation protecting women from domestic violence.,
100,Luxembourg,Assets,1974,positive,Luxembourg granted spouses equal rights to immovable property. ,
100,Luxembourg,Entrepreneurship,1974,positive,"Luxembourg introduced new legislation allowing a woman to sign a legally binding contract, register a business and open a bank account without her husband's consent.",
100,Luxembourg,Marriage,1974,positive,Luxembourg no longer requires a married woman to obey her husband. ,
100,Luxembourg,Mobility,1974,positive,Luxembourg reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
100,Luxembourg,Workplace,1974,positive,Luxembourg allowed a woman to get a job without permission from her husband.,
100,Luxembourg,Assets,1975,positive,Luxembourg granted spouses equal administrative authority over assets during marriage.,
100,Luxembourg,Pay,1976,positive,Luxembourg mandated equal remuneration for work of equal value.,
100,Luxembourg,Parenthood,1977,positive,Luxembourg prohibited the dismissal of pregnant workers. It also increased the duration of paid maternity leave to at least 14 weeks.,
100,Luxembourg,Workplace,1983,positive,Luxembourg prohibited gender discrimination in employment.,
100,Luxembourg,Parenthood,2000,positive,Luxembourg introduced paid parental leave.,
100,Luxembourg,Workplace,2001,positive,Luxembourg enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
100,Luxembourg,Pension,2002,positive,Luxembourg explicitly accounted for periods of absence due to child care in pension benefits.,
100,Luxembourg,Marriage,2005,positive,Luxembourg enacted legislation protecting women from domestic violence.,
100,Luxembourg,Pay,2008,positive,Luxembourg eliminated restrictions on women's employment in mining and in industrial undertakings at night.,
100,Luxembourg,Entrepreneurship,2009,positive,Luxembourg introduced a new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
100,Luxembourg,Parenthood,2012,positive,Luxembourg introduced paid paternity leave.,
100,Luxembourg,Marriage,2016,positive,Luxembourg gave women the same rights to remarry as men.,
101,Madagascar,Parenthood,1977,positive,Madagascar prohibited the dismissal of pregnant workers.,
101,Madagascar,Pension,1996,positive,Madagascar explicitly accounted for periods of absence due to child care in pension benefits.,
101,Madagascar,Workplace,2002,positive,Madagascar enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
101,Madagascar,Pay,2006,positive,Madagascar lifted restrictions on women's ability to work at night.,
101,Madagascar,Workplace,2006,positive,Madagascar prohibited gender discrimination in employment. It also enacted civil remedies for sexual harassment in employment.,
101,Madagascar,Assets,2009,positive,Madagascar granted spouses equal rights to immovable property. Madagascar granted spouses equal administrative authority over assets during marriage.,
101,Madagascar,Pension,2015,positive,Madagascar equalized the ages at which women and men can retire with full pension benefits. It also equalized the ages at which women and men can retire with partial pension benefits.,
101,Madagascar,Marriage,2021,positive,Madagascar enacted legislation protecting women from domestic violence.,
102,Malawi,Assets,1995,positive,Malawi's new constitution equalized inheritance rights for male and female surviving spouses.,
102,Malawi,Parenthood,2001,positive,Malawi prohibited the dismissal of pregnant workers.,
102,Malawi,Pay,2001,positive,Malawi mandated equal remuneration for work of equal value.,
102,Malawi,Workplace,2001,positive,Malawi prohibited gender discrimination in employment.,
102,Malawi,Pay,2006,positive,Malawi eliminated the ban on women's employment in industrial undertakings at night.,
102,Malawi,Marriage,2008,positive,Malawi enacted legislation protecting women from domestic violence.,
102,Malawi,Pension,2013,positive,Malawi introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
102,Malawi,Workplace,2014,positive,Malawi enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
102,Malawi,Assets,2016,positive,"Malawi passed the Marriage, Divorce and Family Relations Bill, which recognized the value of nonmonetary contributions.",
103,Malaysia,Assets,1986,positive,Malaysia recognized the value of nonmonetary contributions.,
103,Malaysia,Marriage,1996,positive,Malaysia enacted legislation protecting women from domestic violence.,
103,Malaysia,Workplace,2013,positive,Malaysia enacted legislation protecting women from sexual harassment in employment.,
104,Maldives,Parenthood,2009,positive,Maldives prohibited the dismissal of pregnant workers.,
104,Maldives,Pay,2009,positive,Maldives allowed women to work in jobs deemed dangerous in the same way as men.,
104,Maldives,Workplace,2009,positive,Maldives prohibited gender discrimination in employment.,
104,Maldives,Parenthood,2010,positive,Maldives introduced paid paternity leave.,
104,Maldives,Pension,2010,positive,Maldives introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
104,Maldives,Marriage,2013,positive,Maldives enacted legislation protecting women from domestic violence.,
104,Maldives,Workplace,2016,positive,Maldives enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
104,Maldives,Entrepreneurship,2018,positive,Maldives' Gender Equality Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
105,Mali,Parenthood,1994,positive,Mali increased the duration of paid maternity leave to at least 14 weeks. It also introduced paid paternity leave.,
105,Mali,Pension,2001,positive,Mali explicitly accounted for periods of absence due to child care in pension benefits.,
105,Mali,Assets,2013,positive,Mali equalized inheritance rights for both sons and daughters and male and female surviving spouses.,
105,Mali,Pay,2019,positive,Mali enacted legislation that mandates equal remuneration for work of equal value.,
105,Mali,Workplace,2019,positive,Mali enacted legislation that prohibits discrimination in employment based on gender.,
106,Malta,Entrepreneurship,1975,positive,"Malta allowed women to sign a legally binding contract, register a business and open a bank account without their husband's consent. ",
106,Malta,Workplace,1982,positive,Malta allowed a woman to get a job without permission from her husband.,
106,Malta,Parenthood,1987,positive,Malta prohibited the dismissal of pregnant workers.,
106,Malta,Pension,1988,negative,Malta set unequal ages at which women and men can retire with full pension benefits.,
106,Malta,Assets,1995,positive,Malta granted spouses equal administrative authority over assets during the marriage. It also granted spouses equal rights to immovable property.,
106,Malta,Marriage,1995,positive,Malta allowed women to be head of household. ,
106,Malta,Mobility,1995,positive,Malta reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
106,Malta,Parenthood,2001,positive,Malta increased the duration of paid maternity leave to at least 14 weeks.,
106,Malta,Pay,2003,positive,Malta mandated equal remuneration for work of equal value.,
106,Malta,Pension,2004,negative,Malta set unequal mandatory retirement ages for women and men.,
106,Malta,Workplace,2004,positive,Malta enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
106,Malta,Entrepreneurship,2005,positive,Malta introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
106,Malta,Workplace,2005,positive,Malta prohibited gender discrimination in employment.,
106,Malta,Marriage,2007,positive,Malta enacted legislation protecting women from domestic violence.,
106,Malta,Parenthood,2009,positive,Malta introduced paid paternity leave.,
106,Malta,Marriage,2013,positive,"Malta legalized divorce, equally granting the right to both spouses. There is no waiting period before remarriage for either spouse.",
106,Malta,Pension,2015,positive,Malta equalized the ages at which women and men can retire with full pension benefits. It also equalized the mandatory retirement ages for women and men.,
107,Marshall Islands,Marriage,2013,positive,Marshall Islands enacted legislation protecting women from domestic violence.,
107,Marshall Islands,Entrepreneurship,2021,positive,The Marshall Islands made access to credit easier for women by prohibiting gender-based discrimination when providing financial services. ,
107,Marshall Islands,Pay,2021,positive,The Marshall Islands mandated equal remuneration for work of equal value. ,
107,Marshall Islands,Workplace,2021,positive,The Marshall Islands prohibited gender discrimination in employment. ,
108,Mauritania,Parenthood,1975,positive,Mauritania introduced paid paternity leave.,
108,Mauritania,Workplace,1981,negative,Mauritania no longer prohibits gender discrimination in employment.,
108,Mauritania,Workplace,2006,positive,Mauritania prohibited gender discrimination in employment.,
108,Mauritania,Pension,2016,positive,Mauritania equalized the ages at which women and men can retire with full pension benefits. It also equalized the mandatory retirement ages for women and men.,
109,Mauritius,Pension,1978,positive,Mauritius introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
109,Mauritius,Assets,1981,positive,Mauritius granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
109,Mauritius,Marriage,1982,positive,Mauritius allowed women to be head of household. ,
109,Mauritius,Mobility,1982,positive,Mauritius reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
109,Mauritius,Marriage,1999,positive,Mauritius enacted legislation protecting women from domestic violence. ,
109,Mauritius,Workplace,2000,positive,Mauritius enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
109,Mauritius,Entrepreneurship,2010,positive,Mauritius' Equal Oportunity Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
109,Mauritius,Parenthood,2010,positive,Mauritius prohibited the dismissal of pregnant workers. It also introduced paid paternity leave.,
109,Mauritius,Pay,2010,positive,Mauritius eliminated the ban on women's employment in industrial undertakings at night.,
109,Mauritius,Workplace,2010,positive,Mauritius prohibited gender discrimination in employment. It also enacted civil remedies for sexual harassment in employment.,
109,Mauritius,Pay,2014,positive,Mauritius mandated equal remuneration for work of equal value.,
109,Mauritius,Parenthood,2017,positive,Mauritius increased the duration of paid maternity leave to at least 14 weeks.,
110,Mexico,Workplace,1976,positive,Mexico allowed a woman to get a job without permission from her husband.,
110,Mexico,Mobility,1985,positive,Mexico amended its Civil Code allowing a woman to choose where to live in the same way as a man.,
110,Mexico,Workplace,1992,positive,Mexico enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
110,Mexico,Assets,2001,positive,Mexico recognized the value of nonmonetary contributions.,
110,Mexico,Marriage,2001,positive,Mexico gave women the same rights to remarry as men. ,
110,Mexico,Marriage,2008,positive,Mexico enacted legislation protecting women from domestic violence.,
110,Mexico,Marriage,2010,positive,Mexico allowed women to obtain a divorce in the same way as a man.,
110,Mexico,Parenthood,2014,positive,Mexico prohibited the dismissal of pregnant workers. It also introduced paid paternity leave.,
110,Mexico,Workplace,2014,positive,Mexico prohibited gender discrimination in employment. It also enacted civil remedies for sexual harassment in employment.,
110,Mexico,Entrepreneurship,2015,positive,Mexico's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
111,"Micronesia, Fed. Sts.",Marriage,2019,positive,"Micronesia, Fed. Sts. enacted legislation protecting women from domestic violence.",
112,Moldova,Parenthood,1972,positive,Moldova increased the duration of paid maternity leave to at least 14 weeks.,
112,Moldova,Pension,1972,negative,Moldova set unequal mandatory retirement ages for women and men.,
112,Moldova,Parenthood,1973,positive,Moldova prohibited the dismissal of pregnant workers.,
112,Moldova,Workplace,1975,positive,Moldova prohibited gender discrimination in employment.,
112,Moldova,Parenthood,1992,positive,Moldova introduced paid parental leave.,
112,Moldova,Pension,1998,positive,Moldova no longer establishes a mandatory retirement age for women and men.,
112,Moldova,Pension,2000,positive,Moldova explicitly accounted for periods of absence due to child care in pension benefits.,
112,Moldova,Pay,2004,positive,Moldova mandated equal remuneration for work of equal value.,
112,Moldova,Entrepreneurship,2007,positive,Moldova introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
112,Moldova,Workplace,2007,positive,Moldova enacted legislation protecting women from sexual harassment in employment.,
112,Moldova,Marriage,2009,positive,Moldova enacted legislation protecting women from domestic violence.,
112,Moldova,Pay,2012,positive,Moldova lifted restrictions on women's ability to work at night.,
112,Moldova,Parenthood,2018,positive,Moldova introduced paid paternity leave.,
112,Moldova,Pay,2019,positive,"Moldova lifted restrictions on women’s ability to hold jobs deemed dangerous. It also eliminated restrictions on women’s ability to work in certain industries. Now, such restrictions are limited to women who are pregnant, nursing or postpartum.",
112,Moldova,Pension,2019,negative,Moldova introduced different mandatory retirement ages for women and men. Employers may now terminate the contracts of women at age 58 and 6 months and of men at age 63. The ages are set to equalize in 2028.,
113,Mongolia,Parenthood,1992,positive,Mongolia prohibited the dismissal of pregnant workers.,
113,Mongolia,Workplace,1992,positive,Mongolia prohibited gender discrimination in employment.,
113,Mongolia,Pay,2010,positive,Mongolia eliminated all restrictions on women's employment.,
113,Mongolia,Entrepreneurship,2012,positive,Mongolia introduced new legislation that makes ccess to credit easier for women by prohibiting gender-based discrimination in financial services.,
113,Mongolia,Workplace,2012,positive,Mongolia enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
113,Mongolia,Marriage,2018,positive,Mongolia enacted legislation protecting women from domestic violence.,
113,Mongolia,Parenthood,2019,positive,Mongolia introduced paid parental leave.,
114,Montenegro,Pension,1992,positive,Montenegro equalized the mandatory retirement ages for women and men.,
114,Montenegro,Pension,2004,positive,Montenegro no longer establishes an age at which women and men can retire with partial pension benefits.,
114,Montenegro,Workplace,2005,positive,Montenegro prohibited gender discrimination in employment.,
114,Montenegro,Workplace,2009,positive,Montenegro enacted legislation protecting women from sexual harassment in employment.,
114,Montenegro,Entrepreneurship,2012,positive,Montenegro's Prohibition of Discrimination Law made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
114,Montenegro,Marriage,2012,positive,Montenegro enacted legislation protecting women from domestic violence.,
114,Montenegro,Pension,2012,negative,Montenegro set unequal ages at which women and men can retire with partial pension benefits.,
114,Montenegro,Parenthood,2013,positive,Montenegro introduced paid parental leave.,
114,Montenegro,Workplace,2014,positive,Montenegro enacted civil remedies for sexual harassment in employment.,
114,Montenegro,Pay,2021,positive,"Montenegro eliminated restrictions on women's employment in industrial jobs such as mining, construction, manufacturing and the water sector. It also removed restrictions on women's employment in jobs deemed dangerous.",
115,Morocco,Mobility,1995,positive,Morocco enacted new legislation which no longer requires a married woman her husband's consent when applying for a passport.,
115,Morocco,Workplace,1997,positive,Morocco allowed a woman to get a job without permission from her husband.,
115,Morocco,Entrepreneurship,2005,positive,Morocco amended its Penal Code that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
115,Morocco,Marriage,2005,positive,Morocco allowed women to be head of household. Morocco no longer requires a married woman to obey her husband.,
115,Morocco,Parenthood,2005,positive,Morocco prohibited the dismissal of pregnant workers.,
115,Morocco,Pay,2005,positive,Morocco mandated equal remuneration for work of equal value.,
115,Morocco,Workplace,2005,positive,Morocco prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
115,Morocco,Parenthood,2006,positive,Morocco increased the duration of paid maternity leave to at least 14 weeks.,
115,Morocco,Marriage,2019,positive,Morocco enacted legislation protecting women from domestic violence.,
116,Mozambique,Parenthood,1987,positive,Mozambique prohibited the dismissal of pregnant workers.,
116,Mozambique,Assets,2006,positive,Mozambique granted spouses equal rights to immovable property.,
116,Mozambique,Entrepreneurship,2006,positive,"Mozambique introduced a new Family Law allowing a woman to sing a legally biding contract, register a business and open a bank account without her husband's consent.",
116,Mozambique,Marriage,2006,positive,Mozambique allowed women to be head of household and gave women the same rights to remarry as men.,
116,Mozambique,Mobility,2006,positive,Mozambique introduced a new Family Law allowing a woman to choose where to live in the same way as a man.,
116,Mozambique,Workplace,2006,positive,Mozambique allowed a woman to get a job without permission from her husband.,
116,Mozambique,Parenthood,2009,positive,Mozambique began administering maternity benefits through its social security system. It also introduced paid paternity leave.,
116,Mozambique,Pension,2009,positive,Mozambique explicitly accounted for periods of absence due to child care in pension benefits.,
116,Mozambique,Workplace,2009,positive,Mozambique prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
116,Mozambique,Marriage,2011,positive,Mozambique enacted legislation protecting women from domestic violence.,
116,Mozambique,Entrepreneurship,2019,positive,Mozambique made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
117,Myanmar,Parenthood,2014,positive,Myanmar increased the duration of paid maternity leave to at least 14 weeks. It also introduced paid paternity leave.,
118,Namibia,Parenthood,1993,positive,Namibia prohibited the dismissal of pregnant workers.,
118,Namibia,Pension,1993,positive,Namibia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
118,Namibia,Parenthood,1996,positive,Namibia began administering maternity benefits through its social security system.,
118,Namibia,Assets,1997,positive,"Namibia removed the husband's marital power, granting spouses equal rights to immovable property and equal administrative authority over assets during marriage.",
118,Namibia,Entrepreneurship,1997,positive,"Namibia enacted th Married Persons Equality Act abolishing the marital power provision to sign a legally binding contract, register a business and open a bank account without her husband's consent.",
118,Namibia,Marriage,1997,positive,Namibia allowed women to be head of household. ,
118,Namibia,Mobility,1997,positive,Namibia introduced the Married Persons Equality Act allowing a woman to choose where to live in the same way as a man.,
118,Namibia,Workplace,1997,positive,Namibia allowed a woman to get a job without permission from her husband.,
118,Namibia,Marriage,2005,positive,Namibia enacted legislation protecting women from domestic violence.,
118,Namibia,Pay,2009,positive,Namibia mandated equal remuneration for work of equal value.,
118,Namibia,Workplace,2009,positive,Namibia prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
119,Nepal,Assets,2003,positive,Nepal granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
119,Nepal,Marriage,2008,positive,Nepal allowed women to be head of household.,
119,Nepal,Marriage,2010,positive,Nepal enacted legislation protecting women from domestic violence.,
119,Nepal,Workplace,2016,positive,Nepal enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
119,Nepal,Assets,2019,positive,Nepal equalized inheritance rights for sons and daughters and for male and female surviving spouses. ,
119,Nepal,Marriage,2019,positive,Nepal allowed women to obtain a divorce in the same way as a man. ,
119,Nepal,Mobility,2019,negative,Nepal introduced a provision that restricts women from choosing where to live in the same way as men. ,
119,Nepal,Parenthood,2019,positive,Nepal introduced 15 days of paid paternity leave.,
119,Nepal,Pay,2019,positive,Nepal lifted restrictions on women’s ability to work at night. It also mandated equal remuneration for work of equal value.,
119,Nepal,Workplace,2019,positive,Nepal enacted new legislation that prohibits discrimination in employment based on gender.,
119,Nepal,Parenthood,2020,positive,Nepal increased the duration of paid maternity leave to at least 14 weeks.,
119,Nepal,Pension,2020,positive,Nepal adopted its first old age pension system that allows both women and men to retire with full pension benefits at age 60. It does not establish an age at which women and men can retire with partial pension benefits.,
120,Netherlands,Pay,1976,positive,The Netherlands mandated equal remuneration for work of equal value.,
120,Netherlands,Workplace,1981,positive,The Netherlands prohibited gender discrimination in employment.,
120,Netherlands,Pay,1987,positive,The Netherlands eliminated restrictions on women's ability to work at night in factories and other industrial workplaces.,
120,Netherlands,Pay,1990,positive,The Netherlands lifted restrictions on women's ability to work at night.,
120,Netherlands,Parenthood,1991,positive,The Netherlands prohibited the dismissal of pregnant workers. It also increased the duration of paid maternity leave to at least 14 weeks.,
120,Netherlands,Entrepreneurship,1995,positive,The Netherlands' Equal Treatment Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
120,Netherlands,Workplace,2000,positive,The Netherlands enacted legislation protecting women from sexual harassment in employment.,
120,Netherlands,Workplace,2008,positive,The Netherlands adopted criminal penalties for sexual harassment in employment.,
120,Netherlands,Parenthood,2010,positive,The Netherlands introduced paid paternity leave.,
120,Netherlands,Marriage,2016,positive,The Netherlands enacted legislation protecting women from domestic violence.,
121,New Zealand,Assets,1978,positive,New Zealand explicitly recognized the value of nonmonetary contributions.,
121,New Zealand,Mobility,1978,positive,New Zealand introduced the Domicile Act allowing a woman to choose where to live in the same way as a man.,
121,New Zealand,Workplace,1979,positive,New Zealand prohibited gender discrimination in employment.,
121,New Zealand,Parenthood,1982,positive,New Zealand prohibited the dismissal of pregnant workers.,
121,New Zealand,Pay,1983,positive,New Zealand lifted the ban on women's employment,
121,New Zealand,Workplace,1988,positive,New Zealand enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
121,New Zealand,Entrepreneurship,1995,positive,New Zealand introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
121,New Zealand,Marriage,1997,positive,New Zealand enacted legislation protecting women from domestic violence.,
121,New Zealand,Parenthood,2003,positive,New Zealand's government began administering maternity benefits.,
121,New Zealand,Parenthood,2007,positive,New Zealand increased the duration of paid maternity leave to at least 14 weeks.,
121,New Zealand,Parenthood,2017,positive,New Zealand introduced paid parental leave.,
121,New Zealand,Pay,2021,positive,New Zealand mandated equal remuneration for work of equal value.,
122,Nicaragua,Pension,1983,negative,Nicaragua no longer explicitly accounts for periods of absence due to child care in pension benefits.,
122,Nicaragua,Assets,1989,positive,"Nicaragua recognized the value of nonmonetary contributions, including domestic work.",
122,Nicaragua,Marriage,1989,positive,Nicaragua allowed women to obtain a divorce in the same way as men. ,
122,Nicaragua,Workplace,1998,positive,Nicaragua prohibited gender discrimination in employment.,
122,Nicaragua,Marriage,2009,positive,Nicaragua enacted legislation protecting women from domestic violence.,
122,Nicaragua,Workplace,2009,positive,Nicaragua enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
122,Nicaragua,Entrepreneurship,2015,positive,Nicaragua's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
122,Nicaragua,Marriage,2016,positive,Nicaragua allowed women to be head of household and gave them the same rights to remarry as men.,
122,Nicaragua,Mobility,2016,positive,Nicaragua introduced a new Family Code allowing a woman to choose where to live in the same way as a man.,
122,Nicaragua,Parenthood,2016,positive,Nicaragua introduced paid paternity leave.,
123,Niger,Parenthood,1974,positive,Niger introduced paid paternity leave.,
123,Niger,Parenthood,1998,positive,Niger prohibited the dismissal of pregnant workers.,
123,Niger,Pay,1998,positive,Niger mandated equal remuneration for work of equal value.,
123,Niger,Workplace,1998,positive,Niger prohibited gender discrimination in employment.,
123,Niger,Workplace,2005,positive,Niger enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
123,Niger,Pay,2019,positive,"Niger removed restrictions on women’s employment in mining, construction and manufacturing. Women can now work in these industries in the same way as men.",
124,Nigeria,Assets,1973,positive,Nigeria equalized inheritance rights for both sons and daughters and male and female surviving spouses.,
124,Nigeria,Marriage,2008,positive,Nigeria enacted legislation protecting women from domestic violence.,
124,Nigeria,Workplace,2013,positive,Nigeria enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
125,North Macedonia,Parenthood,1973,positive,North Macedonia prohibited the dismissal of pregnant workers.,
125,North Macedonia,Pension,1995,positive,North Macedonia equalized the mandatory retirement ages for women and men.,
125,North Macedonia,Workplace,2000,positive,North Macedonia prohibited gender discrimination in employment.,
125,North Macedonia,Workplace,2007,positive,North Macedonia enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
125,North Macedonia,Parenthood,2010,positive,North Macedonia introduced paid paternity leave.,
125,North Macedonia,Entrepreneurship,2011,positive,North Macedonia introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
125,North Macedonia,Marriage,2016,positive,North Macedonia enacted legislation protecting women from domestic violence.,
126,Norway,Parenthood,1978,positive,Norway prohibited the dismissal of pregnant workers. It increased the duration of paid maternity leave to at least 14 weeks. It began administering maternity benefits. It also introduced paid parental leave.,
126,Norway,Pay,1980,positive,Norway mandated equal remuneration for work of equal value.,
126,Norway,Workplace,1980,positive,Norway prohibited gender discrimination in employment.,
126,Norway,Marriage,1993,positive,Norway gave women the same rights to remarry as men. ,
126,Norway,Pension,1993,positive,Norway explicitly accounted for periods of absence due to child care in pension benefits.,
126,Norway,Parenthood,1994,positive,Norway introduced paid paternity leave.,
126,Norway,Workplace,2004,positive,Norway enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
126,Norway,Marriage,2010,positive,Norway enacted legislation protecting women from domestic violence.,
127,Oman,Pension,1993,positive,Oman introduced an old-age pension system that sets equal ages at which women and men can retire with partial pension benefits.,
127,Oman,Workplace,2004,positive,Oman enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
127,Oman,Mobility,2022,positive,Oman allowed women to apply for a passport in the same way as men.,
128,Pakistan,Pension,1977,positive,Pakistan introduced an old-age pension system that does not establish an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
128,Pakistan,Entrepreneurship,1986,negative,Pakistan introduced a new companies law that prescribes additional procedures for women when registering a business compared to men.,
128,Pakistan,Pension,1988,negative,Pakistan set unequal ages at which women and men can retire with partial pension benefits.,
128,Pakistan,Workplace,2011,positive,Pakistan enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
128,Pakistan,Marriage,2014,positive,Pakistan enacted legislation protecting women from domestic violence.,
128,Pakistan,Workplace,2018,positive,Pakistan prohibited gender discrimination in employment.,
128,Pakistan,Parenthood,2019,positive,Pakistan increased the duration of paid maternity leave from 84 to 112 days.,
128,Pakistan,Entrepreneurship,2021,positive,Pakistan allowed women to register a business in the same way as a men. ,
128,Pakistan,Entrepreneurship,2022,negative,Pakistan failed to convert into law a decree that would permanently equalize men’s and women’s ability to register a business.,
128,Pakistan,Pay,2022,positive,Pakistan lifted restrictions on women's ability to work at night.,
129,Palau,Marriage,2014,positive,Palau enacted legislation protecting women from domestic violence.,
130,Panama,Assets,1995,positive,Panama recognized the value of nonmonetary contributions.,
130,Panama,Marriage,1995,positive,Panama allowed women to obtain a divorce in the same way as men. ,
130,Panama,Mobility,1995,positive,Panama allowed women to choose where to live in the same way as men.,
130,Panama,Entrepreneurship ,1996,positive,Panama allowed women to register a business in the same way as men.,
130,Panama,Pay,1996,positive,Panama removed ban on women's employment in mining and construction.,
130,Panama,Workplace,1996,positive,Panama allowed a woman to get a job without permission from her husband.,
