Entity,Code,Year,Employment to population ratio female (%)
Isle of Man,IMN,2006,55.11
Isle of Man,IMN,2011,55.9
Isle of Man,IMN,2016,78.28
Israel,ISR,1983,34.65
Israel,ISR,1984,34.92
Israel,ISR,1985,34.43
Israel,ISR,1986,35.46
Israel,ISR,1987,36.05
Israel,ISR,1988,37
Israel,ISR,1989,37.06
Israel,ISR,1990,40.17
Israel,ISR,1991,39.56
Israel,ISR,1992,40.39
Israel,ISR,1993,42.21
Israel,ISR,1994,44.71
Israel,ISR,1995,46.31
Israel,ISR,1996,46.62
Israel,ISR,1997,46.09
Israel,ISR,1998,45.87
Israel,ISR,1999,46.77
Israel,ISR,2000,47.76
Israel,ISR,2001,47.68
Israel,ISR,2002,46.87
Israel,ISR,2003,47.15
Israel,ISR,2004,47.57
Israel,ISR,2005,49.22
Israel,ISR,2006,49.74
Israel,ISR,2007,50.87
Israel,ISR,2008,51.89
Israel,ISR,2009,52.13
Israel,ISR,2010,52.95
Israel,ISR,2011,53.18
Israel,ISR,2012,54.07
Israel,ISR,2013,54.59
Israel,ISR,2014,55.69
Israel,ISR,2015,55.93
Israel,ISR,2016,56.44
Israel,ISR,2017,56.7
Israel,ISR,2018,57.43
Israel,ISR,2019,57.24
Italy,ITA,1977,27.47
Italy,ITA,1978,27.35
Italy,ITA,1979,27.77
Italy,ITA,1980,28.3
Italy,ITA,1982,28
Italy,ITA,1983,28.18
Italy,ITA,1984,27.84
Italy,ITA,1985,28.02
Italy,ITA,1986,28.35
Italy,ITA,1987,28.48
Italy,ITA,1988,28.67
Italy,ITA,1989,29.04
Italy,ITA,1990,29.5
Italy,ITA,1991,30.35
Italy,ITA,1992,29.31
Italy,ITA,1993,28.6
Italy,ITA,1994,28.4
Italy,ITA,1995,28.16
Italy,ITA,1996,28.47
Italy,ITA,1997,28.59
Italy,ITA,1998,28.95
Italy,ITA,1999,29.64
Italy,ITA,2000,30.38
Italy,ITA,2001,31.5
Italy,ITA,2002,32.14
Italy,ITA,2003,32.88
Italy,ITA,2004,34.52
Italy,ITA,2005,34.24
Italy,ITA,2006,34.84
Italy,ITA,2007,34.97
Italy,ITA,2008,35.38
Italy,ITA,2009,34.7
Italy,ITA,2010,34.51
Italy,ITA,2011,34.73
Italy,ITA,2012,35.02
Italy,ITA,2013,34.49
Italy,ITA,2014,34.58
Italy,ITA,2015,34.72
Italy,ITA,2016,35.28
Italy,ITA,2017,35.86
Italy,ITA,2018,36.26
Italy,ITA,2019,36.68
Italy,ITA,2020,35.78
Jamaica,JAM,1995,47.87
Jamaica,JAM,1996,46.61
Jamaica,JAM,1997,45.34
Jamaica,JAM,1999,42.89
Jamaica,JAM,2001,42.47
Jamaica,JAM,2002,47.51
Jamaica,JAM,2007,48.9
Jamaica,JAM,2008,48.99
Jamaica,JAM,2009,47.43
Jamaica,JAM,2010,45.9
Jamaica,JAM,2011,45.7
Jamaica,JAM,2012,44.98
Jamaica,JAM,2013,44.98
Jamaica,JAM,2014,45.76
Jamaica,JAM,2015,46.2
Jamaica,JAM,2016,48.43
Jamaica,JAM,2017,50.02
Jamaica,JAM,2018,51.05
Jamaica,JAM,2019,52.68
Japan,JPN,1960,53.62
Japan,JPN,1961,53.52
Japan,JPN,1962,52.61
Japan,JPN,1963,51.3
Japan,JPN,1964,50.45
Japan,JPN,1965,49.97
Japan,JPN,1966,50.17
Japan,JPN,1967,50.44
Japan,JPN,1968,50.08
Japan,JPN,1969,49.56
Japan,JPN,1970,49.34
Japan,JPN,1971,48.25
Japan,JPN,1972,47.12
Japan,JPN,1973,47.63
Japan,JPN,1974,45.93
Japan,JPN,1975,44.96
Japan,JPN,1976,44.99
Japan,JPN,1977,45.81
Japan,JPN,1978,46.42
Japan,JPN,1979,46.67
Japan,JPN,1980,46.66
Japan,JPN,1981,46.66
Japan,JPN,1982,46.94
Japan,JPN,1983,47.68
Japan,JPN,1984,47.5
Japan,JPN,1985,47.38
Japan,JPN,1986,47.25
Japan,JPN,1987,47.25
Japan,JPN,1988,47.6
Japan,JPN,1989,48.32
Japan,JPN,1990,48.98
Japan,JPN,1991,49.53
Japan,JPN,1992,49.59
Japan,JPN,1993,49
Japan,JPN,1994,48.71
Japan,JPN,1995,48.39
Japan,JPN,1996,48.33
Japan,JPN,1997,48.62
Japan,JPN,1998,48.12
Japan,JPN,1999,47.41
Japan,JPN,2000,47.09
Japan,JPN,2001,46.84
Japan,JPN,2002,46.06
Japan,JPN,2003,45.93
Japan,JPN,2004,46.12
Japan,JPN,2005,46.32
Japan,JPN,2006,46.58
Japan,JPN,2007,46.64
Japan,JPN,2008,46.55
Japan,JPN,2009,46.21
Japan,JPN,2010,46.25
Japan,JPN,2011,46.28
Japan,JPN,2012,46.22
Japan,JPN,2013,47.07
Japan,JPN,2014,47.58
Japan,JPN,2015,48.04
Japan,JPN,2016,48.87
Japan,JPN,2017,49.78
Japan,JPN,2018,51.33
Japan,JPN,2019,52.19
Japan,JPN,2020,51.83
Jordan,JOR,1999,9.4
Jordan,JOR,2000,9.7
Jordan,JOR,2001,9.3
Jordan,JOR,2002,9.6
Jordan,JOR,2003,8.9
Jordan,JOR,2004,8.7
Jordan,JOR,2005,8.7
Jordan,JOR,2006,8.9
Jordan,JOR,2007,11
Jordan,JOR,2008,10.8
Jordan,JOR,2009,11.3
Jordan,JOR,2010,11.5
Jordan,JOR,2011,11.6
Jordan,JOR,2012,11.3
Jordan,JOR,2013,10.3
Jordan,JOR,2014,10
Jordan,JOR,2017,12.29
Jordan,JOR,2018,11.07
Jordan,JOR,2019,10.15
Kazakhstan,KAZ,2002,57.64
Kazakhstan,KAZ,2003,58.24
Kazakhstan,KAZ,2004,58.38
Kazakhstan,KAZ,2008,61.38
Kazakhstan,KAZ,2020,60.3
Kenya,KEN,1999,61.04
Kenya,KEN,2005,49.1
Kenya,KEN,2006,50.88
Kenya,KEN,2016,69.36
Kenya,KEN,2019,59.59
Kiribati,KIR,2000,12.93
Kiribati,KIR,2005,16.65
Kiribati,KIR,2010,34.45
Kiribati,KIR,2015,31.68
Kiribati,KIR,2019,26.2
Kosovo,OWID_KOS,2002,8.8
Kosovo,OWID_KOS,2003,8.3
Kosovo,OWID_KOS,2004,9.9
Kosovo,OWID_KOS,2005,11.7
Kosovo,OWID_KOS,2006,11.8
Kosovo,OWID_KOS,2007,12.7
Kosovo,OWID_KOS,2008,10.5
Kosovo,OWID_KOS,2009,11.1
Kosovo,OWID_KOS,2012,9.67
Kosovo,OWID_KOS,2013,12.89
Kosovo,OWID_KOS,2014,11.12
Kosovo,OWID_KOS,2015,10.17
Kosovo,OWID_KOS,2016,11.12
Kosovo,OWID_KOS,2017,10.93
Kosovo,OWID_KOS,2018,10.51
Kosovo,OWID_KOS,2019,11.96
Kuwait,KWT,1983,23.73
Kuwait,KWT,1988,33.53
Kuwait,KWT,1997,33.04
Kuwait,KWT,2003,45.63
Kuwait,KWT,2005,45.03
Kuwait,KWT,2006,53.9
Kuwait,KWT,2007,55.1
Kuwait,KWT,2009,54.06
Kuwait,KWT,2010,57.8
Kuwait,KWT,2015,54.5
Kuwait,KWT,2016,46.98
Kyrgyzstan,KGZ,2002,47.4
Kyrgyzstan,KGZ,2009,47.9
Kyrgyzstan,KGZ,2010,47.2
Kyrgyzstan,KGZ,2011,47.63
Kyrgyzstan,KGZ,2012,46.88
Kyrgyzstan,KGZ,2013,44.44
Kyrgyzstan,KGZ,2014,45.59
Kyrgyzstan,KGZ,2015,45.41
Kyrgyzstan,KGZ,2016,44.09
Kyrgyzstan,KGZ,2017,41.79
Kyrgyzstan,KGZ,2018,41.93
Laos,LAO,1995,69.5
Laos,LAO,2003,92.89
Laos,LAO,2005,65.4
Laos,LAO,2010,76.15
Laos,LAO,2017,33.68
Latin America & Caribbean,,1992,41.83314612
Latin America & Caribbean,,1993,43.2635727
Latin America & Caribbean,,1995,39.92017113
Latin America & Caribbean,,1996,39.90170538
Latin America & Caribbean,,1997,41.11453815
Latin America & Caribbean,,1998,41.48993567
Latin America & Caribbean,,1999,42.03482948
Latin America & Caribbean,,2001,43.40013173
Latin America & Caribbean,,2002,44.14542846
Latin America & Caribbean,,2003,44.15898794
Latin America & Caribbean,,2004,45.15716885
Latin America & Caribbean,,2005,46.0406029
Latin America & Caribbean,,2006,46.63785329
Latin America & Caribbean,,2007,46.47174164
Latin America & Caribbean,,2008,47.17393819
Latin America & Caribbean,,2009,47.21534362
Latin America & Caribbean,,2011,46.71667635
Latin America & Caribbean,,2012,46.98742832
Latin America & Caribbean,,2013,47.09090673
Latin America & Caribbean,,2014,46.75023371
Latin America & Caribbean,,2015,46.70090929
Latin America & Caribbean,,2016,46.23987851
Latin America & Caribbean,,2017,46.37885884
Latin America & Caribbean,,2018,46.62991596
Latin America & Caribbean,,2019,46.98801228
Latin America & Caribbean,,2020,41.62278699
Latin America & Caribbean (IDA & IBRD),,1992,41.81724284
Latin America & Caribbean (IDA & IBRD),,1993,43.25156332
Latin America & Caribbean (IDA & IBRD),,1995,39.89717088
Latin America & Caribbean (IDA & IBRD),,1996,39.87923432
Latin America & Caribbean (IDA & IBRD),,1997,41.09234656
Latin America & Caribbean (IDA & IBRD),,1998,41.46995856
Latin America & Caribbean (IDA & IBRD),,1999,42.01243347
Latin America & Caribbean (IDA & IBRD),,2001,43.37684204
Latin America & Caribbean (IDA & IBRD),,2002,44.12508608
Latin America & Caribbean (IDA & IBRD),,2003,44.15136757
Latin America & Caribbean (IDA & IBRD),,2004,45.34860356
Latin America & Caribbean (IDA & IBRD),,2005,46.03342488
Latin America & Caribbean (IDA & IBRD),,2006,46.82924028
Latin America & Caribbean (IDA & IBRD),,2007,46.6188553
Latin America & Caribbean (IDA & IBRD),,2008,47.31592458
Latin America & Caribbean (IDA & IBRD),,2009,47.3359899
Latin America & Caribbean (IDA & IBRD),,2011,46.9796021
Latin America & Caribbean (IDA & IBRD),,2012,46.92018799
Latin America & Caribbean (IDA & IBRD),,2013,46.90971915
Latin America & Caribbean (IDA & IBRD),,2014,46.74681969
Latin America & Caribbean (IDA & IBRD),,2015,46.83102674
Latin America & Caribbean (IDA & IBRD),,2016,46.2339022
Latin America & Caribbean (IDA & IBRD),,2017,46.37415527
Latin America & Caribbean (IDA & IBRD),,2018,46.62641986
Latin America & Caribbean (IDA & IBRD),,2019,46.98377083
Latin America & Caribbean (IDA & IBRD),,2020,41.62278699
Latin America & Caribbean (excluding high income),,1992,42.70508682
Latin America & Caribbean (excluding high income),,1993,44.26784854
Latin America & Caribbean (excluding high income),,1995,40.54609873
Latin America & Caribbean (excluding high income),,1996,40.43803901
Latin America & Caribbean (excluding high income),,1997,41.54972563
Latin America & Caribbean (excluding high income),,1998,41.7483569
Latin America & Caribbean (excluding high income),,1999,42.44190205
Latin America & Caribbean (excluding high income),,2001,43.80935526
Latin America & Caribbean (excluding high income),,2002,44.59280071
Latin America & Caribbean (excluding high income),,2003,44.57867953
Latin America & Caribbean (excluding high income),,2004,45.58484212
Latin America & Caribbean (excluding high income),,2005,46.59078062
Latin America & Caribbean (excluding high income),,2006,47.0734188
Latin America & Caribbean (excluding high income),,2007,46.80769514
Latin America & Caribbean (excluding high income),,2008,47.46383722
Latin America & Caribbean (excluding high income),,2009,47.49935983
Latin America & Caribbean (excluding high income),,2011,46.96494782
Latin America & Caribbean (excluding high income),,2012,47.2341244
Latin America & Caribbean (excluding high income),,2013,47.1733864
Latin America & Caribbean (excluding high income),,2014,46.76025347
Latin America & Caribbean (excluding high income),,2015,46.86758918
Latin America & Caribbean (excluding high income),,2016,46.3156709
Latin America & Caribbean (excluding high income),,2017,46.18008976
Latin America & Caribbean (excluding high income),,2018,46.64847534
Latin America & Caribbean (excluding high income),,2019,47.01922624
Latin America & Caribbean (excluding high income),,2020,41.66492139
Latvia,LVA,1998,44.68
Latvia,LVA,1999,43.24
Latvia,LVA,2000,42.46
Latvia,LVA,2001,43.96
Latvia,LVA,2002,44.83
Latvia,LVA,2003,44.74
Latvia,LVA,2004,44.52
Latvia,LVA,2005,45.63
Latvia,LVA,2006,48.71
Latvia,LVA,2007,50.16
Latvia,LVA,2008,51.11
Latvia,LVA,2009,46.82
Latvia,LVA,2010,45.13
Latvia,LVA,2011,45.74
Latvia,LVA,2012,46.76
Latvia,LVA,2013,48.02
Latvia,LVA,2014,48.18
Latvia,LVA,2015,49.44
Latvia,LVA,2016,50.37
Latvia,LVA,2017,50.95
Latvia,LVA,2018,52.23
Latvia,LVA,2019,52.66
Latvia,LVA,2020,52.07
Lebanon,LBN,1997,18.8
Lebanon,LBN,2004,18.43
Lebanon,LBN,2007,18.98
Lebanon,LBN,2019,25.09
Lesotho,LSO,1986,27.3
Lesotho,LSO,1997,24.8
Lesotho,LSO,1999,48.31
Lesotho,LSO,2008,24.53
Lesotho,LSO,2013,41.73
Lesotho,LSO,2019,35.14
Liberia,LBR,2007,65.34
Liberia,LBR,2010,53.44
Liberia,LBR,2012,46.83
Liberia,LBR,2014,69.99
Liberia,LBR,2015,69.99
Liberia,LBR,2016,70.45
Libya,LBY,2012,25.3
Liechtenstein,LIE,2000,50.58
Liechtenstein,LIE,2001,50.31
Liechtenstein,LIE,2002,49.42
Liechtenstein,LIE,2003,49.5
Liechtenstein,LIE,2004,49.45
Liechtenstein,LIE,2005,49.35
Liechtenstein,LIE,2006,49.82
Liechtenstein,LIE,2007,50.9
Liechtenstein,LIE,2008,51.34
Liechtenstein,LIE,2009,50.89
Liechtenstein,LIE,2010,50.77
Liechtenstein,LIE,2011,52.93
Liechtenstein,LIE,2012,52.39
Liechtenstein,LIE,2013,51.9
Liechtenstein,LIE,2014,51.78
Liechtenstein,LIE,2015,52.08
Liechtenstein,LIE,2016,51.9
Liechtenstein,LIE,2017,52.1
Lithuania,LTU,1997,46.4
Lithuania,LTU,1998,47.1
Lithuania,LTU,1999,48.48
Lithuania,LTU,2000,47.49
Lithuania,LTU,2001,46.02
Lithuania,LTU,2002,45.89
Lithuania,LTU,2003,47.77
Lithuania,LTU,2004,45.78
Lithuania,LTU,2005,46.43
Lithuania,LTU,2006,47.38
Lithuania,LTU,2007,48.03
Lithuania,LTU,2008,47.67
Lithuania,LTU,2009,46.56
Lithuania,LTU,2010,44.9
Lithuania,LTU,2011,45.9
Lithuania,LTU,2012,47.04
Lithuania,LTU,2013,47.4
Lithuania,LTU,2014,48.91
Lithuania,LTU,2015,50
Lithuania,LTU,2016,51.95
Lithuania,LTU,2017,52.66
Lithuania,LTU,2018,53.47
Lithuania,LTU,2019,54.12
Lithuania,LTU,2020,52.93
Lower middle income,,2000,35.04264713
Lower middle income,,2010,32.11286203
Lower middle income,,2012,31.49239168
Lower middle income,,2018,28.36998485
Lower middle income,,2019,30.9447018
Luxembourg,LUX,1983,31.34
Luxembourg,LUX,1984,31.88
Luxembourg,LUX,1985,33.42
Luxembourg,LUX,1986,33.38
Luxembourg,LUX,1987,34.28
Luxembourg,LUX,1988,33.33
Luxembourg,LUX,1989,33.7
Luxembourg,LUX,1990,32.81
Luxembourg,LUX,1991,35.12
Luxembourg,LUX,1992,37.98
Luxembourg,LUX,1993,36.39
Luxembourg,LUX,1994,36.71
Luxembourg,LUX,1995,34.29
Luxembourg,LUX,1996,35.3
Luxembourg,LUX,1997,36.75
Luxembourg,LUX,1998,36.9
Luxembourg,LUX,1999,39.36
Luxembourg,LUX,2000,40.07
Luxembourg,LUX,2001,41.47
Luxembourg,LUX,2002,41.93
Luxembourg,LUX,2003,41.6
Luxembourg,LUX,2004,42.19
Luxembourg,LUX,2005,43.65
Luxembourg,LUX,2006,46.3
Luxembourg,LUX,2007,48
Luxembourg,LUX,2008,45.16
Luxembourg,LUX,2009,46.84
Luxembourg,LUX,2010,47.25
Luxembourg,LUX,2011,47.11
Luxembourg,LUX,2012,48.82
Luxembourg,LUX,2013,49.14
Luxembourg,LUX,2014,50.36
Luxembourg,LUX,2015,50.55
Luxembourg,LUX,2016,49.97
Luxembourg,LUX,2017,51.94
Luxembourg,LUX,2018,52.52
Luxembourg,LUX,2019,52.74
Luxembourg,LUX,2020,53.04
Macao,MAC,1992,46.58
Macao,MAC,1993,46.86
Macao,MAC,1994,47.09
Macao,MAC,1995,47.62
Macao,MAC,1997,52.53
Macao,MAC,1998,51.82
Macao,MAC,2000,54.05
Macao,MAC,2003,51.51
Macao,MAC,2004,52.93
Macao,MAC,2005,54.56
Macao,MAC,2006,56.42
Macao,MAC,2007,59.52
Macao,MAC,2008,61.94
Macao,MAC,2009,64.51
Macao,MAC,2010,64.71
Macao,MAC,2011,66.01
Macao,MAC,2012,65.66
Macao,MAC,2013,66.57
Macao,MAC,2014,67.19
Macao,MAC,2015,66.96
Macao,MAC,2016,66.33
Madagascar,MDG,2003,83.8
Madagascar,MDG,2005,90.77
Madagascar,MDG,2010,59.4
Madagascar,MDG,2012,90.74
Madagascar,MDG,2015,82.08
Malawi,MWI,1983,90.07
Malawi,MWI,1987,63.7
Malawi,MWI,1998,77.91
Malawi,MWI,2004,83.3
Malawi,MWI,2005,77.49
Malawi,MWI,2011,67.52
Malawi,MWI,2013,67.86
Malawi,MWI,2017,31.9
Malaysia,MYS,1982,42.44
Malaysia,MYS,1983,43.59
Malaysia,MYS,1984,42.36
Malaysia,MYS,1985,42.82
Malaysia,MYS,1986,42.63
Malaysia,MYS,1987,43.59
Malaysia,MYS,1988,43.74
Malaysia,MYS,1989,43.69
Malaysia,MYS,1990,45.17
Malaysia,MYS,1992,44.97
Malaysia,MYS,1993,44.29
Malaysia,MYS,1995,42.99
Malaysia,MYS,1996,45.54
Malaysia,MYS,1997,44.65
Malaysia,MYS,1998,42.91
Malaysia,MYS,1999,43.2
Malaysia,MYS,2000,46.11
Malaysia,MYS,2001,45.05
Malaysia,MYS,2002,44.93
Malaysia,MYS,2003,45.99
Malaysia,MYS,2004,45.44
Malaysia,MYS,2005,44.22
Malaysia,MYS,2014,51.95
Malaysia,MYS,2015,52.27
Malaysia,MYS,2016,52.18
Malaysia,MYS,2017,52.8
Malaysia,MYS,2019,53.72
Maldives,MDV,1990,20.26
Maldives,MDV,1995,27.93
Maldives,MDV,2000,36.83
Maldives,MDV,2009,32.94
Maldives,MDV,2010,28.8
Maldives,MDV,2014,45.41
Maldives,MDV,2016,39.81
Maldives,MDV,2019,72.71
Mali,MLI,1997,23.9
Mali,MLI,2004,32.78
Mali,MLI,2006,60.8
Mali,MLI,2007,67.43
Mali,MLI,2009,4.71
Mali,MLI,2010,44.78
Mali,MLI,2013,65.33
Mali,MLI,2014,56.89
Mali,MLI,2015,56.36
Mali,MLI,2016,49.3
Mali,MLI,2017,53.68
Mali,MLI,2018,50.79
Malta,MLT,2000,27.77
Malta,MLT,2001,27.17
Malta,MLT,2002,28.39
Malta,MLT,2003,27.74
Malta,MLT,2004,26.22
Malta,MLT,2005,27.75
Malta,MLT,2006,27.91
Malta,MLT,2007,29.79
Malta,MLT,2008,31.19
Malta,MLT,2009,31.4
Malta,MLT,2010,32.29
Malta,MLT,2011,33.49
Malta,MLT,2012,36.28
Malta,MLT,2013,38.67
Malta,MLT,2014,40.63
Malta,MLT,2015,41.19
Malta,MLT,2016,42.88
Malta,MLT,2017,44.83
Malta,MLT,2018,47.85
Malta,MLT,2019,49.21
Malta,MLT,2020,50.61
Marshall Islands,MHL,1980,26.47
Marshall Islands,MHL,1999,22.22
Marshall Islands,MHL,2011,27.74
Marshall Islands,MHL,2019,26.66
Mauritania,MRT,1988,41.02
Mauritania,MRT,2012,24.56
Mauritania,MRT,2017,24.1
Mauritius,MUS,1995,33.57
Mauritius,MUS,1996,33.5
Mauritius,MUS,1997,33.8
Mauritius,MUS,1998,34.9
Mauritius,MUS,1999,35.1
Mauritius,MUS,2001,32.5
Mauritius,MUS,2002,33.92
Mauritius,MUS,2003,37.85
Mauritius,MUS,2004,34.96
Mauritius,MUS,2005,34.99
Mauritius,MUS,2006,35.33
Mauritius,MUS,2007,34.91
Mauritius,MUS,2008,36.42
Mauritius,MUS,2009,36.96
Mauritius,MUS,2010,37.99
Mauritius,MUS,2011,37.61
Mauritius,MUS,2012,37.89
Mauritius,MUS,2013,39.83
Mauritius,MUS,2014,40.17
Mauritius,MUS,2015,41.25
Mauritius,MUS,2016,40.43
Mauritius,MUS,2017,40.81
Mauritius,MUS,2018,40.89
Mauritius,MUS,2019,41.49
Mexico,MEX,1991,34.15
Mexico,MEX,1992,35.06
Mexico,MEX,1993,37.28
Mexico,MEX,1994,36.22
Mexico,MEX,1995,36
Mexico,MEX,1996,36.78
Mexico,MEX,1997,39.08
Mexico,MEX,1998,39.3
Mexico,MEX,1999,39.13
Mexico,MEX,2000,39.61
Mexico,MEX,2001,39.01
Mexico,MEX,2002,36.68
Mexico,MEX,2003,37.04
Mexico,MEX,2004,37.83
Mexico,MEX,2005,39.31
Mexico,MEX,2006,40.47
Mexico,MEX,2007,40.74
Mexico,MEX,2008,40.56
Mexico,MEX,2009,40.47
Mexico,MEX,2010,40.31
Mexico,MEX,2011,40.64
Mexico,MEX,2012,41.7
Mexico,MEX,2013,41.7
Mexico,MEX,2014,40.95
Mexico,MEX,2015,41.41
Mexico,MEX,2016,41.69
Mexico,MEX,2017,41.4
Mexico,MEX,2018,41.97
Mexico,MEX,2019,43.13
Mexico,MEX,2020,39.23
Micronesia (country),FSM,2014,39.78
Middle East & North Africa,,2007,17.55224316
Middle East & North Africa,,2008,17.03139783
Middle East & North Africa,,2009,15.99192487
Middle East & North Africa,,2010,16.33015876
Middle East & North Africa,,2014,15.12661767
Middle East & North Africa,,2015,17.59727848
Middle East & North Africa,,2016,17.24300287
Middle East & North Africa,,2017,16.53528518
Middle East & North Africa (IDA & IBRD),,2007,16.32989599
Middle East & North Africa (IDA & IBRD),,2008,15.70950375
Middle East & North Africa (IDA & IBRD),,2009,14.2783131
Middle East & North Africa (IDA & IBRD),,2010,14.68129418
Middle East & North Africa (IDA & IBRD),,2014,13.73177517
Middle East & North Africa (IDA & IBRD),,2015,15.63464979
Middle East & North Africa (IDA & IBRD),,2016,15.47253318
Middle East & North Africa (IDA & IBRD),,2017,14.35169209
Middle East & North Africa (excluding high income),,2007,16.29184989
Middle East & North Africa (excluding high income),,2008,15.66171809
Middle East & North Africa (excluding high income),,2009,14.24906186
Middle East & North Africa (excluding high income),,2010,14.64045539
Middle East & North Africa (excluding high income),,2014,13.71235536
Middle East & North Africa (excluding high income),,2015,15.5798028
Middle East & North Africa (excluding high income),,2016,15.41242784
Middle East & North Africa (excluding high income),,2017,14.29078192
Moldova,MDA,2000,52.22999954
Moldova,MDA,2001,51.43000031
Moldova,MDA,2002,51.20000076
Moldova,MDA,2003,45.97999954
Moldova,MDA,2004,44.88999939
Moldova,MDA,2005,44.65999985
Moldova,MDA,2006,40.52000046
Moldova,MDA,2007,40.52
Moldova,MDA,2008,40.14
Moldova,MDA,2009,37.74
Moldova,MDA,2010,36.41
Moldova,MDA,2011,37.09
Moldova,MDA,2012,36.54
Moldova,MDA,2013,36.97
Moldova,MDA,2014,38.87
Moldova,MDA,2015,39.76
Moldova,MDA,2016,40.16
Moldova,MDA,2017,38.09
Moldova,MDA,2018,33.31
Moldova,MDA,2019,36.52
Moldova,MDA,2020,34.96
Monaco,MCO,2016,39.22
Mongolia,MNG,1998,51.82
Mongolia,MNG,2000,46.3
Mongolia,MNG,2002,34.71
Mongolia,MNG,2003,52.5
Mongolia,MNG,2006,62.03
Mongolia,MNG,2007,51.7
Mongolia,MNG,2008,51.27
Mongolia,MNG,2009,50.53
Mongolia,MNG,2010,51.06
Mongolia,MNG,2011,52.59
Mongolia,MNG,2012,53.72
Mongolia,MNG,2013,51.6
Mongolia,MNG,2014,52.1
Mongolia,MNG,2015,51.73
Mongolia,MNG,2016,49.8
Mongolia,MNG,2017,50.9
Mongolia,MNG,2018,49.64
Mongolia,MNG,2019,48.68
Mongolia,MNG,2020,48.34
Montenegro,MNE,2007,34.8
Montenegro,MNE,2008,36.1
Montenegro,MNE,2009,34.4
Montenegro,MNE,2010,33.44
Montenegro,MNE,2011,33.22
Montenegro,MNE,2012,34.79
Montenegro,MNE,2013,35.44
Montenegro,MNE,2014,37.79
Montenegro,MNE,2015,39.4
Montenegro,MNE,2016,39.45
Montenegro,MNE,2017,39.41
Montenegro,MNE,2018,40.82
Montenegro,MNE,2019,42.08
Montenegro,MNE,2020,37.9
Morocco,MAR,1990,20.95
Morocco,MAR,1995,21.86
Morocco,MAR,1998,17.25
Morocco,MAR,1999,25.98
Morocco,MAR,2000,25.3
Morocco,MAR,2001,22.05
Morocco,MAR,2002,21.62
Morocco,MAR,2003,23.48
Morocco,MAR,2004,25.11
Morocco,MAR,2005,25
Morocco,MAR,2006,18.55
Morocco,MAR,2007,25.6
Morocco,MAR,2008,24.8
Morocco,MAR,2009,17.48
Morocco,MAR,2010,23.43
Morocco,MAR,2011,22.88
Morocco,MAR,2012,22.28
Morocco,MAR,2013,22.71
Morocco,MAR,2014,22.65
Morocco,MAR,2015,22.21
Morocco,MAR,2016,21.19
Mozambique,MOZ,2015,75.28
Myanmar,MMR,2015,51.14
Myanmar,MMR,2017,46.77
Myanmar,MMR,2018,47.97
Myanmar,MMR,2019,45.78
Namibia,NAM,1991,33.5
Namibia,NAM,1994,43.4
Namibia,NAM,1997,37.1
Namibia,NAM,2000,37.4
Namibia,NAM,2001,31.6
Namibia,NAM,2004,30.64
Namibia,NAM,2008,28.4
Namibia,NAM,2010,41.9
Namibia,NAM,2012,43.06
Namibia,NAM,2013,46.53
Namibia,NAM,2014,45.56
Namibia,NAM,2016,41.72
Namibia,NAM,2018,45.11
Nauru,NRU,2013,46.07
Nepal,NPL,1996,63.7
Nepal,NPL,1999,80.51
Nepal,NPL,2003,93
Nepal,NPL,2008,78.74
Nepal,NPL,2013,74.9
Nepal,NPL,2014,76.4
Nepal,NPL,2017,22.88
Netherlands,NLD,1977,25.45
Netherlands,NLD,1979,26.41
Netherlands,NLD,1980,27.52
Netherlands,NLD,1981,28.74
Netherlands,NLD,1982,28.76
Netherlands,NLD,1983,29.34
Netherlands,NLD,1985,30.48
Netherlands,NLD,1986,29.77
Netherlands,NLD,1987,35.67
Netherlands,NLD,1988,36.51
Netherlands,NLD,1989,37.26
Netherlands,NLD,1990,39.11
Netherlands,NLD,1991,40.36
Netherlands,NLD,1992,42.51
Netherlands,NLD,1993,42.98
Netherlands,NLD,1994,43.85
Netherlands,NLD,1995,44.12
Netherlands,NLD,1996,45.29
Netherlands,NLD,1997,47.02
Netherlands,NLD,1998,48.48
Netherlands,NLD,1999,50.47
Netherlands,NLD,2000,52.27
Netherlands,NLD,2001,53.72
Netherlands,NLD,2002,54.27
Netherlands,NLD,2003,54.33
Netherlands,NLD,2004,54.06
Netherlands,NLD,2005,51.77
Netherlands,NLD,2006,52.69
Netherlands,NLD,2007,54.41
Netherlands,NLD,2008,55.73
Netherlands,NLD,2009,55.9
Netherlands,NLD,2010,55.45
Netherlands,NLD,2011,55.58
Netherlands,NLD,2012,55.6
Netherlands,NLD,2013,54.91
Netherlands,NLD,2014,53.93
Netherlands,NLD,2015,54.52
Netherlands,NLD,2016,54.86
Netherlands,NLD,2017,55.71
Netherlands,NLD,2018,56.76
Netherlands,NLD,2019,57.8
Netherlands,NLD,2020,57.51
New Caledonia,NCL,1996,32.61
New Caledonia,NCL,2009,51.25
New Caledonia,NCL,2014,49.72
New Zealand,NZL,1986,51.96
New Zealand,NZL,1987,52.41
New Zealand,NZL,1988,51.11
New Zealand,NZL,1989,49.22
New Zealand,NZL,1990,49.95
New Zealand,NZL,1991,48.99
New Zealand,NZL,1992,48.75
New Zealand,NZL,1993,49.09
New Zealand,NZL,1994,50.74
New Zealand,NZL,1995,52.2
New Zealand,NZL,1996,53.58
